event_id,event_date,team_name,team_id,roster_confirmed,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season,pcs_rank_w,event_rank_w,uci_points_w,pcs_points_season_w,pcs_gc_points_season_w,pcs_points_last_60d_w,pcs_gc_points_w,pcs_sprint_points_w,pcs_sprint_points_season_w,gc_score,classic_score,sprinter_score,stage_form_score,combined_score,rank,tier,fav_points
vuelta-a-espana,2025-08-23,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2025,,VINGEGAARD Jonas,rider/jonas-vingegaard,10.0,3.0,3228.57,1508.0,935.0,2337.5,720.0,10.0,0.0,10.0,3.0,3228.57,1508.0,720.0,440.0,2202.5,10.0,0.0,17.992483259414804,19.11306081586075,3.51457662423795,,15.433075199313217,1.0,1.0,6.0
vuelta-a-espana,2025-08-23,Lidl - Trek (WT),team/lidl-trek-2025,,PEDERSEN Mads,rider/mads-pedersen,2.0,1.0,4174.57,1884.0,277.0,684.0,429.0,1467.0,668.0,6.0,2.0,3228.57,1679.0,429.0,277.0,684.0,1467.0,668.0,8.878076743753708,16.787168910317806,29.69647308293172,,15.41448366155854,2.0,1.0,6.0
vuelta-a-espana,2025-08-23,UAE Team Emirates - XRG (WT),team/uae-team-emirates-xrg-2025,,ALMEIDA João,rider/joao-almeida,6.0,2.0,2612.57,1679.0,45.0,2202.5,1080.0,0.0,0.0,6.0,2.0,2612.57,1679.0,720.0,45.0,2202.5,0.0,0.0,17.41351123703052,11.555101634505057,2.8454854879417293,,12.742383206455122,3.0,1.0,6.0
vuelta-a-espana,2025-08-23,Team Jayco AlUla (WT),team/team-jayco-alula-2025,,O'CONNOR Ben,rider/ben-o-connor,12.0,4.0,874.81,646.0,336.0,1571.25,720.0,13.5,0.0,12.0,4.0,874.81,646.0,720.0,336.0,1571.25,13.5,0.0,13.078840860199582,10.135534812291446,1.2552943173398963,,9.831139737255203,4.0,2.0,3.0
vuelta-a-espana,2025-08-23,Team Visma | Lease a Bike (WT),team/team-visma-lease-a-bike-2025,,JORGENSON Matteo,rider/matteo-jorgenson,27.0,9.0,1603.57,906.0,273.0,1286.5,470.0,315.25,145.0,27.0,9.0,1603.57,906.0,470.0,273.0,1286.5,315.25,145.0,10.100472518290971,10.895968892771084,7.433290615431984,,9.805685050063207,5.0,2.0,3.0
vuelta-a-espana,2025-08-23,Alpecin - Deceuninck (WT),team/alpecin-deceuninck-2025,,PHILIPSEN Jasper,rider/jasper-philipsen,17.0,6.0,1428.0,803.0,204.0,266.25,165.0,2443.5,836.0,17.0,6.0,1428.0,803.0,165.0,204.0,266.25,1467.0,668.0,2.780953799113809,8.844033062033718,27.895420749999197,,9.62277096816686,6.0,2.0,3.0
vuelta-a-espana,2025-08-23,Decathlon AG2R La Mondiale Team (WT),team/decathlon-ag2r-la-mondiale-2025,,GALL Felix,rider/felix-gall,41.0,12.0,1601.43,853.0,440.0,1048.75,571.0,0.0,0.0,41.0,12.0,1601.43,853.0,571.0,440.0,1048.75,0.0,0.0,10.034980533271755,13.892568710053563,1.7057779040045147,,9.526416460452849,7.0,2.0,3.0
vuelta-a-espana,2025-08-23,Q36.5 Pro Cycling Team (PRT),team/q365-pro-cycing-team-2025,,PIDCOCK Thomas,rider/thomas-pidcock,15.0,5.0,2028.0,1185.0,143.0,863.0,500.0,118.75,72.0,15.0,5.0,2028.0,1185.0,500.0,143.0,863.0,118.75,72.0,9.10316883584482,10.2611928632053,4.70940081066285,,8.57182243901657,8.0,2.0,3.0
vuelta-a-espana,2025-08-23,Lidl - Trek (WT),team/lidl-trek-2025,,CICCONE Giulio,rider/giulio-ciccone,20.0,7.0,1946.0,1063.0,343.0,821.75,390.0,30.0,30.0,20.0,7.0,1946.0,1063.0,390.0,343.0,821.75,30.0,30.0,7.757200820347975,13.49773504155792,2.982293009248014,,8.524379524490966,9.0,2.0,3.0
vuelta-a-espana,2025-08-23,UAE Team Emirates - XRG (WT),team/uae-team-emirates-xrg-2025,,AYUSO Juan,rider/juan-ayuso-pesquera,21.0,8.0,1836.0,1049.0,60.0,1328.0,510.0,1.5,1.0,21.0,8.0,1836.0,1049.0,510.0,60.0,1328.0,1.5,1.0,10.906664232421644,7.649984301059162,2.041812406736913,,8.156689887875952,10.0,2.0,3.0
vuelta-a-espana,2025-08-23,Bahrain - Victorious (WT),team/bahrain-victorious-2025,,TIBERI Antonio,rider/antonio-tiberi,47.0,13.0,1070.0,604.0,238.0,1059.5,601.0,1.5,0.0,47.0,13.0,1070.0,604.0,601.0,238.0,1059.5,1.5,0.0,9.8354407925009,7.989669542323627,1.184142923769737,,7.551449843701485,11.0,3.0,1.0
vuelta-a-espana,2025-08-23,XDS Astana Team (WT),team/xds-astana-team-2025,,FORTUNATO Lorenzo,rider/lorenzo-fortunato,34.0,11.0,1307.0,750.0,126.0,904.0,551.0,30.0,30.0,34.0,11.0,1307.0,750.0,551.0,126.0,904.0,30.0,30.0,8.977528290127578,6.805249995545895,2.299457918333981,,6.990230727394354,12.0,3.0,1.0
vuelta-a-espana,2025-08-23,XDS Astana Team (WT),team/xds-astana-team-2025,,LÓPEZ Harold Martín,rider/harold-martin-lopez,67.0,17.0,763.0,639.0,102.0,714.5,540.0,38.0,38.0,67.0,17.0,763.0,639.0,540.0,102.0,714.5,38.0,38.0,7.437297327724146,5.08604078452209,1.881469041932692,,5.620754707605238,13.0,3.0,1.0
