event_id,event_date,team_name,team_id,rider_name,rider_id,pcs_rank,event_rank,uci_points,pcs_points_season,pcs_points_last_60d,pcs_gc_points,pcs_gc_points_season,pcs_sprint_points,pcs_sprint_points_season,pcs_rank_w,event_rank_w,uci_points_w,pcs_points_season_w,pcs_gc_points_season_w,pcs_points_last_60d_w,pcs_gc_points_w,pcs_sprint_points_w,pcs_sprint_points_season_w,gc_score,classic_score,sprinter_score,combined_score,rank,tier,fav_points
giro-d-italia,2025-05-09,Israel - Premier Tech (PRT),team/israel-premier-tech-2025,FRIGO Marco,rider/marco-frigo,360.0,95.0,25.0,46.0,46.0,91.75,56.0,0.0,0.0,360.0,95.0,25.0,46.0,56.0,46.0,91.75,0.0,0.0,-1.7739260503804737,-1.194867750481718,-1.4284141306975155,-1.5311061764742555,0.0,0.0,0.0
giro-d-italia,2025-05-09,VF Group - Bardiani CSF - Faizanè (PRT),team/vf-group-bardiani-csf-faizane-2025,COVILI Luca,rider/luca-covili,445.0,118.0,18.0,19.0,19.0,230.0,115.0,0.0,0.0,445.0,118.0,18.0,19.0,115.0,19.0,230.0,0.0,0.0,-1.0298749138814305,-2.214578612647409,-1.821809305452847,-1.5436729018255073,0.0,0.0,0.0
giro-d-italia,2025-05-09,Tudor Pro Cycling Team (PRT),team/tudor-pro-cycling-team-2025,ZIJLAARD Maikel,rider/maikel-zijlaard,469.0,122.0,81.0,68.0,54.0,15.5,5.0,141.5,94.0,469.0,122.0,81.0,68.0,5.0,54.0,15.5,141.5,94.0,-2.9382933198771086,-1.247264201436464,1.3173778673807754,-1.5798503468933385,0.0,0.0,0.0
giro-d-italia,2025-05-09,Team Jayco AlUla (WT),team/team-jayco-alula-2025,ENGELHARDT Felix,rider/felix-engelhardt,418.0,109.0,29.0,28.0,16.0,161.75,75.0,9.75,0.0,418.0,109.0,29.0,28.0,75.0,16.0,161.75,9.75,0.0,-1.5340824701219726,-2.0154207032744287,-1.5839774887075744,-1.6884629437848298,0.0,0.0,0.0
giro-d-italia,2025-05-09,Intermarché - Wanty (WT),team/intermarche-wanty-2025,VAN DER HOORN Taco,rider/taco-van-der-hoorn,473.0,123.0,50.0,35.0,30.0,27.5,10.0,162.0,100.0,473.0,123.0,50.0,35.0,10.0,30.0,27.5,162.0,100.0,-2.9109995447931705,-1.9589131890704996,1.5421855188066924,-1.7347366253563965,0.0,0.0,0.0
giro-d-italia,2025-05-09,Israel - Premier Tech (PRT),team/israel-premier-tech-2025,CLARKE Simon,rider/simon-clarke,434.0,114.0,9.0,25.0,10.0,116.25,85.0,84.5,0.0,434.0,114.0,9.0,25.0,85.0,10.0,116.25,84.5,0.0,-1.753945825859648,-2.238811587875028,-1.0687400626092678,-1.762364401814186,0.0,0.0,0.0
giro-d-italia,2025-05-09,Bahrain - Victorious (WT),team/bahrain-victorious-2025,GOVEKAR Matevž,rider/matevz-govekar,380.0,101.0,48.0,37.0,8.0,38.75,10.0,81.75,44.0,380.0,101.0,48.0,37.0,10.0,8.0,38.75,81.75,44.0,-2.4779436634165295,-1.8596234530923117,0.10427886735677043,-1.7760030941646041,0.0,0.0,0.0
giro-d-italia,2025-05-09,Israel - Premier Tech (PRT),team/israel-premier-tech-2025,HOULE Hugo,rider/hugo-houle,478.0,125.0,34.0,35.0,30.0,219.0,54.0,6.25,0.0,478.0,125.0,34.0,35.0,54.0,30.0,219.0,6.25,0.0,-1.733668813313973,-2.014880732568,-1.8717915698826144,-1.8456569404039094,0.0,0.0,0.0
giro-d-italia,2025-05-09,Israel - Premier Tech (PRT),team/israel-premier-tech-2025,FUGLSANG Jakob,rider/jakob-fuglsang,443.0,116.0,14.0,23.0,18.0,185.0,60.0,3.75,0.0,443.0,116.0,14.0,23.0,60.0,18.0,185.0,3.75,0.0,-1.7090143786717844,-2.174931119704856,-1.774470828692786,-1.8618806909859063,0.0,0.0,0.0
giro-d-italia,2025-05-09,Arkéa - B&B Hotels (WT),team/arkea-b-b-hotels-2025,SVESTAD-BÅRDSENG Embret,rider/embret-svestad-bardseng,494.0,126.0,78.0,76.0,10.0,100.75,83.0,0.0,0.0,494.0,126.0,78.0,76.0,83.0,10.0,100.75,0.0,0.0,-1.950604149887128,-1.8704836646429581,-1.8892499641083726,-1.914297167158126,0.0,0.0,0.0
